,ID,sample,ancestry,pred_ancestry,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10
1457,MacArthurLab_1458,train,eas,eas,-0.0163,0.0379,-0.0083,0.0038,-0.0131,-0.0116,0.0109,-0.0358,0.0182,0.0106
1458,MacArthurLab_1459,missing,,eas,-0.0162,0.0362,-0.0072,-0.0002,-0.0098,-0.0099,0.0121,-0.0359,0.0139,0.0132
1459,MacArthurLab_1460,train,eas,eas,-0.016,0.0389,-0.0134,0.0046,-0.0088,-0.0058,0.0118,-0.0319,0.0186,-0.0009
1460,MacArthurLab_1461,missing,,eas,-0.0164,0.0381,-0.0085,0.0003,-0.0114,-0.0103,0.0137,-0.042,0.0177,0.0124
1461,MacArthurLab_1462,train,eas,eas,-0.0159,0.034,-0.0138,-0.0003,-0.0285,0.0116,0.0235,-0.0407,0.0228,-0.0252
1462,MacArthurLab_1463,train,eas,eas,-0.0162,0.0378,-0.01,0.0007,-0.0112,-0.0121,0.0138,-0.0437,0.0208,0.0124
1463,MacArthurLab_1464,train,eas,eas,-0.0163,0.0384,-0.0137,0.0031,-0.0305,0.0075,0.0241,-0.0436,0.0209,-0.0258
1464,MacArthurLab_1465,train,eas,eas,-0.0168,0.039,-0.0161,0.0002,-0.0297,0.012,0.0272,-0.0499,0.0212,-0.0278
1465,MacArthurLab_1466,train,eas,eas,-0.0187,0.0383,-0.0193,-0.0112,-0.0811,0.0772,0.0131,-0.0003,-0.033,-0.0291
1466,MacArthurLab_1467,train,eas,eas,-0.0163,0.0384,-0.0143,0.0039,-0.012,-0.0037,0.0197,-0.0424,0.0171,-0.0071
1467,MacArthurLab_1468,train,eas,eas,-0.0162,0.0363,-0.0069,-0.0005,-0.0082,-0.0078,0.0142,-0.0431,0.018,0.014
1468,MacArthurLab_1469,train,eas,eas,-0.016,0.0346,-0.011,-0.0008,-0.0301,0.0133,0.0249,-0.0475,0.0228,-0.0216
1469,MacArthurLab_1470,train,eas,eas,-0.0167,0.0386,-0.0108,0.0033,-0.008,-0.0104,0.0148,-0.0435,0.02,0.0131
1470,MacArthurLab_1471,train,eas,eas,-0.0186,0.0393,-0.0094,-0.0135,-0.0723,0.053,0.0064,0.0032,-0.0251,-0.0166
1471,MacArthurLab_1472,train,eas,eas,-0.017,0.0387,-0.015,0.003,-0.0137,-0.0018,0.0194,-0.0464,0.0227,-0.0058
1472,MacArthurLab_1473,missing,,eas,-0.0163,0.0382,-0.0127,0.0007,-0.0134,-0.0025,0.0185,-0.0463,0.0221,-0.0047
1473,MacArthurLab_1474,train,eas,eas,-0.0171,0.04,-0.0114,0.0008,-0.0144,-0.0075,0.0156,-0.0443,0.0241,0.0031
1474,MacArthurLab_1475,missing,,eas,-0.0186,0.04,-0.0072,-0.0114,-0.0577,0.0411,0.0013,0.0069,-0.0185,-0.0016
1475,MacArthurLab_1476,train,eas,eas,-0.0168,0.0395,-0.0152,0.0007,-0.0155,-0.0015,0.0182,-0.0449,0.0235,-0.0064
1476,MacArthurLab_1477,train,eas,eas,-0.0191,0.0387,-0.0187,-0.0129,-0.0868,0.074,0.015,-0.0035,-0.0328,-0.0323
1477,MacArthurLab_1478,train,eas,eas,-0.0171,0.04,-0.0138,0.0017,-0.011,-0.0064,0.0146,-0.0396,0.0211,-0.0028
1478,MacArthurLab_1479,train,eas,eas,-0.0173,0.0428,-0.0221,0.0066,-0.0067,0.0009,0.0179,-0.0328,0.0214,-0.0176
1479,MacArthurLab_1480,train,eas,eas,-0.0178,0.044,-0.0232,0.0034,-0.0115,0.002,0.0195,-0.0399,0.0231,-0.0122
1480,MacArthurLab_1481,train,eas,eas,-0.0169,0.0407,-0.0208,0.0062,-0.0043,0.0017,0.0132,-0.0283,0.02,-0.0096
1481,MacArthurLab_1482,missing,,eas,-0.0182,0.0377,-0.003,-0.0125,-0.0599,0.0395,-0.0006,0.0001,-0.0173,0.0057
1482,MacArthurLab_1483,train,eas,eas,-0.0172,0.0415,-0.0169,0.0034,-0.0086,-0.008,0.018,-0.048,0.0252,0.0026
1483,MacArthurLab_1484,test,eas,eas,-0.0175,0.0416,-0.0174,0.0018,-0.0085,-0.0068,0.0189,-0.0486,0.0231,0.0044
1484,MacArthurLab_1485,missing,,eas,-0.0174,0.042,-0.0194,0.0043,-0.0244,0.0094,0.0249,-0.0452,0.0206,-0.026
1485,MacArthurLab_1486,train,eas,eas,-0.0161,0.0336,0.0321,-0.0133,-0.0319,-0.0216,0.0032,0.0025,-0.0087,-0.0116
1486,MacArthurLab_1487,train,eas,eas,-0.0154,0.0356,-0.0113,-0.001,-0.0287,0.0106,0.0228,-0.0406,0.021,-0.0201
1487,MacArthurLab_1488,missing,,eas,-0.0149,0.0351,0.0006,-0.0008,-0.0107,-0.0178,0.007,-0.0322,0.0114,0.0161
1488,MacArthurLab_1489,train,eas,eas,-0.0161,0.0371,-0.0068,-0.0001,-0.0147,-0.0102,0.0156,-0.0443,0.019,0.0115
1489,MacArthurLab_1490,missing,,eas,-0.0154,0.0343,-0.0057,-0.0011,-0.0132,-0.0105,0.0131,-0.0426,0.0183,0.0118
1490,MacArthurLab_1491,train,eas,eas,-0.0159,0.0368,-0.0074,-0.0019,-0.0079,-0.0058,0.0127,-0.0321,0.0154,-0.0006
1491,MacArthurLab_1492,train,eas,eas,-0.0172,0.0397,-0.0122,-0.0,-0.0055,-0.0092,0.0121,-0.032,0.0119,0.0005
1492,MacArthurLab_1493,missing,,eas,-0.0181,0.0446,-0.0278,0.0088,-0.0067,0.0052,0.0202,-0.0315,0.024,-0.0267
1493,MacArthurLab_1494,missing,,eas,-0.0166,0.0411,-0.0238,0.0072,-0.0095,0.0044,0.02,-0.0329,0.0202,-0.0146
1494,MacArthurLab_1495,test,eas,eas,-0.0171,0.042,-0.0121,0.0037,-0.003,-0.0127,0.0105,-0.0267,0.0149,0.0005
1495,MacArthurLab_1496,train,eas,eas,-0.0173,0.0399,-0.0224,0.0057,-0.0054,0.0026,0.0174,-0.0356,0.0197,-0.0133
1496,MacArthurLab_1497,train,eas,eas,-0.0162,0.0375,-0.0098,0.0014,-0.0076,-0.0081,0.0113,-0.0278,0.0161,-0.0012
1497,MacArthurLab_1498,missing,,eas,-0.0164,0.0379,-0.0107,-0.0006,-0.0042,-0.0071,0.0153,-0.0335,0.0169,0.0004
1498,MacArthurLab_1499,train,eas,eas,-0.0163,0.0383,-0.0103,0.0006,-0.0053,-0.0085,0.0129,-0.0291,0.0152,-0.0018
1499,MacArthurLab_1500,train,eas,eas,-0.0157,0.0318,0.0293,-0.016,-0.031,-0.0229,-0.0033,0.0038,-0.0027,-0.0034
1500,MacArthurLab_1501,missing,,eas,-0.02,0.0408,-0.0196,-0.0119,-0.0811,0.0765,0.0109,0.0043,-0.0373,-0.0245
1501,MacArthurLab_1502,missing,,eas,-0.0158,0.0339,0.0319,-0.0135,-0.035,-0.024,-0.002,0.0108,0.0035,-0.0121
1502,MacArthurLab_1503,train,eas,eas,-0.0156,0.031,0.0299,-0.0155,-0.036,-0.0252,-0.0016,0.005,0.0029,-0.008
1503,MacArthurLab_1504,missing,,eas,-0.0176,0.0409,-0.0267,0.0063,-0.0063,0.0094,0.0213,-0.0391,0.0174,-0.0131
1504,MacArthurLab_1505,missing,,eas,-0.016,0.0363,-0.0089,0.0022,-0.0142,-0.0063,0.0154,-0.0446,0.0224,0.0077
1505,MacArthurLab_1506,train,eas,eas,-0.0163,0.0358,-0.0036,0.0004,-0.0121,-0.0113,0.0109,-0.0382,0.0148,0.012
1506,MacArthurLab_1507,train,eas,eas,-0.0177,0.0418,-0.0258,0.0083,-0.0065,0.0058,0.0167,-0.0273,0.0158,-0.0164
1507,MacArthurLab_1508,missing,,eas,-0.0151,0.0296,0.0294,-0.0157,-0.0341,-0.0217,0.0006,0.0059,0.0058,-0.0102
1508,MacArthurLab_1509,missing,,eas,-0.0159,0.0292,0.0292,-0.0165,-0.0326,-0.0226,0.0023,0.0,0.0028,-0.0075
1509,MacArthurLab_1510,test,eas,eas,-0.0156,0.0318,0.0302,-0.014,-0.0326,-0.0236,-0.0025,0.0095,0.0016,-0.0112
1510,MacArthurLab_1511,test,eas,eas,-0.0156,0.0326,0.0299,-0.0102,-0.0325,-0.0258,-0.0035,0.0152,0.0018,-0.012
1511,MacArthurLab_1512,train,eas,eas,-0.0162,0.0312,0.0315,-0.0128,-0.0295,-0.0211,0.0051,0.003,-0.0108,-0.0102
1512,MacArthurLab_1513,train,eas,eas,-0.0155,0.0312,0.0286,-0.0129,-0.0311,-0.0236,-0.0059,0.0113,-0.0009,-0.0066
1513,MacArthurLab_1514,train,eas,eas,-0.0195,0.0408,-0.0166,-0.0137,-0.0813,0.0708,0.0075,0.0076,-0.0354,-0.021
1514,MacArthurLab_1515,test,eas,eas,-0.0173,0.0424,-0.0237,0.0065,-0.0089,-0.0006,0.0167,-0.0299,0.0143,-0.0129
1515,MacArthurLab_1516,train,eas,eas,-0.0169,0.0421,-0.0195,0.0035,-0.0092,-0.0003,0.0183,-0.035,0.0203,-0.0131
1516,MacArthurLab_1517,missing,,eas,-0.0199,0.042,-0.0187,-0.0105,-0.0836,0.0741,0.0084,0.0076,-0.0362,-0.0237
1517,MacArthurLab_1518,missing,,eas,-0.0171,0.0411,-0.0198,0.0026,-0.0078,-0.002,0.0196,-0.039,0.0243,-0.0127
1518,MacArthurLab_1519,train,eas,eas,-0.0172,0.0405,-0.0179,0.0041,-0.0176,-0.0031,0.0204,-0.0477,0.0227,-0.0081
1519,MacArthurLab_1520,train,eas,eas,-0.0154,0.0325,0.0314,-0.0119,-0.0328,-0.0231,-0.0007,0.0114,0.0046,-0.0109
1520,MacArthurLab_1521,missing,,eas,-0.0159,0.0309,0.0302,-0.0162,-0.0317,-0.0202,0.0012,0.0023,0.0029,-0.0084
1521,MacArthurLab_1522,test,eas,eas,-0.0161,0.0326,0.0308,-0.0164,-0.036,-0.0243,-0.0018,0.0069,0.0031,-0.0116
1522,MacArthurLab_1523,train,eas,eas,-0.0149,0.0293,0.0291,-0.0172,-0.0321,-0.0219,-0.0012,0.0037,0.0059,-0.0112
1523,MacArthurLab_1524,test,eas,eas,-0.0157,0.0318,0.031,-0.0177,-0.0331,-0.0228,0.0033,0.0016,0.0004,-0.011
1524,MacArthurLab_1525,missing,,eas,-0.0166,0.0336,0.032,-0.0153,-0.0332,-0.0228,0.0021,0.0028,-0.0063,-0.0085
1525,MacArthurLab_1526,missing,,eas,-0.0156,0.0313,0.0293,-0.016,-0.0329,-0.0226,-0.0016,0.0106,0.0043,-0.0112
1526,MacArthurLab_1527,train,eas,eas,-0.0165,0.0314,0.0326,-0.0162,-0.0312,-0.0212,0.0059,-0.0029,-0.0084,-0.0096
1527,MacArthurLab_1528,train,eas,eas,-0.0152,0.0292,0.0293,-0.0148,-0.0309,-0.0221,0.0034,-0.0007,0.0006,-0.0083
1528,MacArthurLab_1529,train,eas,eas,-0.0162,0.0309,0.0317,-0.0146,-0.0307,-0.0207,0.0049,-0.0008,-0.0032,-0.011
1529,MacArthurLab_1530,train,eas,eas,-0.0156,0.0329,0.0301,-0.0143,-0.0308,-0.0239,-0.0004,0.0092,-0.0018,-0.01
1530,MacArthurLab_1531,test,eas,eas,-0.0152,0.0313,0.0305,-0.0145,-0.0348,-0.0224,-0.001,0.0082,0.0063,-0.0095
1531,MacArthurLab_1532,missing,,eas,-0.0156,0.0304,0.0296,-0.0174,-0.0301,-0.0218,-0.001,0.008,0.0041,-0.0104
1532,MacArthurLab_1533,missing,,eas,-0.0151,0.0298,0.0288,-0.0127,-0.0317,-0.0221,0.0013,0.006,0.0022,-0.0086
1533,MacArthurLab_1534,train,eas,eas,-0.0157,0.0302,0.031,-0.0164,-0.0314,-0.0186,-0.0002,0.0036,0.0041,-0.0105
1534,MacArthurLab_1535,train,eas,eas,-0.0162,0.0323,0.0307,-0.0167,-0.0363,-0.0241,-0.0017,0.0056,0.005,-0.0087
1535,MacArthurLab_1536,missing,,afr,0.0323,0.01,-0.0232,0.0106,0.0115,0.0036,0.0317,-0.0283,0.004,0.0548
1536,MacArthurLab_1537,missing,,afr,0.0406,0.0062,-0.0034,0.0051,0.0187,-0.0082,0.0138,-0.0144,-0.0798,0.0305
1537,MacArthurLab_1538,missing,,afr,0.0379,0.0119,-0.0461,0.0029,-0.0379,0.0811,0.0249,0.0048,-0.0269,0.0255
1538,MacArthurLab_1539,train,afr,afr,0.0379,0.0098,-0.0411,0.0027,-0.0402,0.081,0.0306,0.0268,-0.0209,0.01
1539,MacArthurLab_1540,train,afr,afr,0.0368,0.0066,-0.0199,-0.0,-0.019,0.0412,-0.0006,0.0211,0.007,0.0282
1540,MacArthurLab_1541,train,afr,afr,0.0412,0.0039,0.0026,0.0,0.0019,-0.0083,0.0279,-0.0048,-0.0303,-0.0009
1541,MacArthurLab_1542,train,afr,afr,0.0403,0.0026,0.0015,0.0008,0.0042,-0.0074,0.0289,-0.002,-0.0316,-0.0007
1542,MacArthurLab_1543,test,afr,afr,0.0415,0.0026,0.0027,0.0016,0.0051,-0.0092,0.0371,-0.0046,-0.043,0.002
1543,MacArthurLab_1544,missing,,afr,0.0421,0.0038,0.0031,0.0037,0.0077,-0.0075,0.0356,-0.0079,-0.055,0.0035
1544,MacArthurLab_1545,test,afr,afr,0.0336,0.008,-0.0175,0.0061,0.0113,-0.0009,0.0276,-0.0248,0.0002,0.0454
1545,MacArthurLab_1546,train,afr,afr,0.0414,0.004,0.0019,0.0015,0.0091,-0.0099,0.0318,-0.009,-0.0579,0.0027
1546,MacArthurLab_1547,train,afr,afr,0.0326,0.009,-0.023,0.0079,0.0127,0.0026,0.0258,-0.028,0.0102,0.044
1547,MacArthurLab_1548,missing,,afr,0.0402,0.0033,0.0004,-0.0017,0.0009,-0.0051,0.0215,-0.0085,-0.0114,0.0454
1548,MacArthurLab_1549,train,afr,afr,0.0388,0.0045,-0.0051,-0.0004,0.0007,-0.0005,0.0228,-0.004,-0.0181,0.0726
1549,MacArthurLab_1550,train,afr,afr,0.0387,0.0027,0.0004,-0.0015,-0.0028,-0.0045,0.0168,0.0018,0.0044,0.0275
1550,MacArthurLab_1551,missing,,eas,-0.0161,0.0375,-0.0082,0.0011,-0.0105,-0.0103,0.0154,-0.0479,0.0199,0.0142
1551,MacArthurLab_1552,missing,,eas,-0.016,0.0357,-0.006,0.0015,-0.01,-0.012,0.0145,-0.0407,0.0169,0.0118
1552,MacArthurLab_1553,missing,,eas,-0.0155,0.0353,-0.0048,-0.0018,-0.013,-0.0107,0.0143,-0.0394,0.0164,0.0107
1553,MacArthurLab_1554,missing,,eas,-0.0156,0.0353,-0.0072,0.0007,-0.0105,-0.0059,0.0162,-0.0452,0.019,0.0099
1554,MacArthurLab_1555,missing,,eas,-0.0159,0.03,0.0311,-0.0147,-0.0337,-0.0204,0.0024,0.0029,0.0086,-0.0095
1555,MacArthurLab_1556,train,eas,eas,-0.0156,0.0357,-0.0067,-0.0003,-0.0118,-0.0071,0.0145,-0.0427,0.0184,0.0081
1556,MacArthurLab_1557,test,eas,eas,-0.0157,0.0334,0.0057,-0.005,-0.0136,-0.0148,0.0058,-0.0338,0.0131,0.0155
1557,MacArthurLab_1558,train,eas,eas,-0.0178,0.0371,-0.0037,-0.0181,-0.0589,0.0431,0.0021,0.0015,-0.0199,-0.0008
1558,MacArthurLab_1559,train,eas,eas,-0.0165,0.0378,-0.0113,0.0008,-0.0071,-0.0064,0.0163,-0.0438,0.0194,0.0062
1559,MacArthurLab_1560,train,eas,eas,-0.0161,0.0371,-0.0089,-0.0008,-0.0088,-0.0085,0.013,-0.0373,0.0168,0.0061
1560,MacArthurLab_1561,test,eas,eas,-0.0159,0.0312,0.0307,-0.016,-0.0353,-0.0218,0.0003,0.005,0.0074,-0.008
1561,MacArthurLab_1562,missing,,eas,-0.0151,0.0281,0.0314,-0.0153,-0.0316,-0.0185,0.0015,0.0007,0.0018,-0.008
1562,MacArthurLab_1563,missing,,eas,-0.0152,0.0285,0.0305,-0.0155,-0.0332,-0.0181,0.0005,0.0017,0.0053,-0.0091
1563,MacArthurLab_1564,missing,,eas,-0.0156,0.0292,0.0314,-0.0177,-0.0332,-0.0194,0.0017,0.0021,0.0069,-0.0073
1564,MacArthurLab_1565,missing,,eas,-0.0154,0.0292,0.0305,-0.0142,-0.032,-0.0194,-0.0031,0.0008,-0.0005,-0.0026
1565,MacArthurLab_1566,train,eas,eas,-0.0147,0.029,0.0291,-0.0179,-0.0308,-0.0184,0.0023,-0.0017,0.0061,-0.0061
1566,MacArthurLab_1567,train,eas,eas,-0.0155,0.0296,0.0284,-0.019,-0.0281,-0.0151,0.0059,-0.0118,-0.0073,0.0132
1567,MacArthurLab_1568,missing,,eas,-0.0159,0.0318,0.0279,-0.0195,-0.0331,-0.0204,0.0042,-0.0122,-0.0053,0.0094
1568,MacArthurLab_1569,test,eas,eas,-0.0155,0.0308,0.0288,-0.0183,-0.0298,-0.0177,0.0022,-0.0108,-0.0118,0.0165
1569,MacArthurLab_1570,missing,,eas,-0.0154,0.0302,0.0279,-0.0177,-0.0263,-0.0159,0.0028,-0.0156,-0.0144,0.022
1570,MacArthurLab_1571,train,eas,eas,-0.0161,0.0324,0.023,-0.018,-0.028,-0.0146,0.0003,-0.0119,-0.0138,0.0245
1571,MacArthurLab_1572,test,eas,eas,-0.0154,0.0297,0.0272,-0.0173,-0.0311,-0.0175,0.0041,-0.0113,-0.0057,0.0113
1572,MacArthurLab_1573,train,eas,eas,-0.0157,0.0306,0.0279,-0.0197,-0.0287,-0.0181,0.0027,-0.015,-0.0126,0.0195
1573,MacArthurLab_1574,missing,,eas,-0.0159,0.0313,0.024,-0.0169,-0.0263,-0.0124,-0.0014,-0.0116,-0.0147,0.0302
1574,MacArthurLab_1575,train,eas,eas,-0.0157,0.0305,0.0276,-0.016,-0.0275,-0.018,0.0028,-0.0136,-0.0137,0.0207
1575,MacArthurLab_1576,missing,,eas,-0.0157,0.0318,0.0284,-0.0162,-0.0298,-0.0171,0.0022,-0.012,-0.0094,0.0166
1576,MacArthurLab_1577,train,eas,eas,-0.0148,0.0288,0.0298,-0.0157,-0.0318,-0.0196,0.0019,-0.0012,0.0069,-0.0087
1577,MacArthurLab_1578,train,eas,eas,-0.0155,0.0293,0.0315,-0.0155,-0.0334,-0.0194,0.0022,0.0042,0.0057,-0.0097
1578,MacArthurLab_1579,train,eas,eas,-0.0156,0.0312,0.0309,-0.0169,-0.0342,-0.0217,0.0,0.0011,0.002,-0.0079
1579,MacArthurLab_1580,missing,,eas,-0.0156,0.0303,0.0313,-0.0171,-0.0325,-0.0208,0.0013,0.0024,0.0051,-0.007
1580,MacArthurLab_1581,test,eas,eas,-0.0173,0.0339,-0.0066,-0.0143,-0.0627,0.053,0.0025,0.0076,-0.0241,-0.0055
1581,MacArthurLab_1582,missing,,eas,-0.0155,0.0314,0.0281,-0.0173,-0.0281,-0.0181,0.0053,-0.0138,-0.0153,0.0216
1582,MacArthurLab_1583,missing,,eas,-0.0153,0.03,0.0309,-0.0173,-0.0345,-0.022,0.0015,0.0039,0.0064,-0.0112
1583,MacArthurLab_1584,missing,,eas,-0.0155,0.0304,0.0309,-0.0188,-0.0316,-0.0212,0.0055,-0.0013,0.0015,-0.0091
1584,MacArthurLab_1585,train,eas,eas,-0.0157,0.0306,0.0314,-0.0173,-0.034,-0.0208,-0.0003,0.0005,0.0029,-0.0064
1585,MacArthurLab_1586,train,eas,eas,-0.015,0.029,0.0292,-0.0165,-0.0329,-0.0218,0.0001,0.0041,0.0048,-0.0098
1586,MacArthurLab_1587,missing,,eas,-0.0154,0.0315,0.0305,-0.0194,-0.0333,-0.0218,0.0025,-0.0033,0.001,-0.0051
1587,MacArthurLab_1588,test,eas,eas,-0.0156,0.0286,0.0311,-0.016,-0.0324,-0.0196,0.004,0.0004,0.0027,-0.0094
1588,MacArthurLab_1589,missing,,eas,-0.0156,0.0307,0.0319,-0.0162,-0.0326,-0.021,0.0026,0.0013,0.0013,-0.0074
1589,MacArthurLab_1590,missing,,eas,-0.0147,0.0299,0.0309,-0.0161,-0.0354,-0.0209,0.0009,0.003,0.0065,-0.0095
1590,MacArthurLab_1591,missing,,eas,-0.0156,0.0312,0.0299,-0.0144,-0.0243,-0.0202,0.0046,-0.0106,-0.0231,-0.0002
1591,MacArthurLab_1592,train,eas,eas,-0.0151,0.0286,0.0303,-0.0165,-0.0312,-0.019,0.0015,0.0037,0.0053,-0.0075
1592,MacArthurLab_1593,missing,,eas,-0.0157,0.0295,0.0311,-0.017,-0.0326,-0.0208,-0.0007,0.0049,0.007,-0.0085
1593,MacArthurLab_1594,train,eas,eas,-0.0158,0.0304,0.0296,-0.0156,-0.0231,-0.0186,0.0048,-0.0129,-0.0235,-0.0005
1594,MacArthurLab_1595,train,afr,afr,0.0356,0.0025,0.0008,0.0009,-0.0022,0.0034,-0.0071,0.0301,0.0556,0.044
1595,MacArthurLab_1596,missing,,afr,0.0357,0.0008,0.0047,-0.0018,-0.006,-0.0106,0.047,0.0462,0.06,-0.0126
1596,MacArthurLab_1597,train,afr,afr,0.0366,0.0033,0.0007,0.0004,0.0007,0.0024,-0.0145,0.0287,0.0452,0.0484
1597,MacArthurLab_1598,missing,,afr,0.0344,0.0026,0.0012,0.0013,0.0005,0.004,-0.0161,0.0224,0.046,0.0469
1598,MacArthurLab_1599,train,afr,afr,0.0342,0.0024,0.0025,0.0025,0.0006,0.0037,-0.0142,0.0252,0.0504,0.0419
1599,MacArthurLab_1600,missing,,afr,0.0339,0.0028,0.0021,0.002,-0.003,0.0029,-0.0133,0.0269,0.0568,0.0381
1600,MacArthurLab_1601,train,afr,afr,0.0328,0.0002,0.0048,-0.0003,-0.0037,-0.0071,0.0374,0.0414,0.0529,-0.0081
1601,MacArthurLab_1602,missing,,afr,0.0352,0.0004,0.0046,-0.0008,-0.004,-0.0084,0.046,0.0438,0.0608,-0.0199
1602,MacArthurLab_1603,train,afr,afr,0.0362,0.0015,0.0055,0.0013,-0.0044,-0.0071,0.047,0.047,0.0589,-0.0128
1603,MacArthurLab_1604,train,afr,afr,0.0357,0.0017,0.004,0.002,0.0015,-0.0119,0.0495,0.0249,0.0116,-0.007
1604,MacArthurLab_1605,train,afr,afr,0.0354,0.0009,0.0036,-0.0015,-0.0047,-0.0114,0.0468,0.04,0.0522,-0.007
1605,MacArthurLab_1606,test,afr,afr,0.0337,0.0012,0.0047,0.0006,0.0011,-0.0102,0.0458,0.0198,0.0032,0.0037
1606,MacArthurLab_1607,train,afr,afr,0.0349,0.0022,0.0021,0.0015,-0.0007,0.0033,-0.0114,0.0308,0.0555,0.034
1607,MacArthurLab_1608,train,eas,eas,-0.0179,0.0376,-0.003,-0.0151,-0.0528,0.0383,0.0016,0.0005,-0.0188,0.0081
1608,MacArthurLab_1609,test,eas,eas,-0.0184,0.0361,-0.0085,-0.0132,-0.0629,0.0524,0.0053,-0.0023,-0.0183,-0.0041
1609,MacArthurLab_1610,missing,,eas,-0.0196,0.0403,-0.0139,-0.013,-0.071,0.0629,0.0097,-0.0036,-0.0272,-0.0071
1610,MacArthurLab_1611,missing,,eas,-0.018,0.0376,-0.011,-0.0127,-0.0615,0.054,0.0032,0.0042,-0.0238,-0.0018
1611,MacArthurLab_1612,missing,,eas,-0.0182,0.0376,-0.0076,-0.015,-0.0674,0.057,-0.0009,0.0101,-0.0305,-0.0013
1612,MacArthurLab_1613,train,eas,eas,-0.0155,0.0308,0.0287,-0.0183,-0.0271,-0.0163,0.003,-0.0129,-0.0115,0.0156
1613,MacArthurLab_1614,train,eas,eas,-0.0155,0.0306,0.0287,-0.0178,-0.0267,-0.0161,0.0051,-0.0151,-0.0116,0.0153
1614,MacArthurLab_1615,train,eas,eas,-0.0154,0.0302,0.0261,-0.0169,-0.0282,-0.019,0.0006,-0.0157,-0.0135,0.0199
1615,MacArthurLab_1616,train,eas,eas,-0.0156,0.0305,0.0292,-0.0169,-0.0279,-0.0159,0.0019,-0.0072,-0.0078,0.0082
1616,MacArthurLab_1617,train,eas,eas,-0.0162,0.0316,0.0328,-0.0158,-0.0331,-0.0187,0.0051,-0.0052,-0.0103,-0.0028
1617,MacArthurLab_1618,missing,,eas,-0.0156,0.0317,0.0289,-0.0194,-0.026,-0.0167,0.0019,-0.0125,-0.0125,0.0167
1618,MacArthurLab_1619,train,eas,eas,-0.0152,0.0317,0.0281,-0.0161,-0.0291,-0.0186,0.0016,-0.0117,-0.0131,0.0196
1619,MacArthurLab_1620,missing,,eas,-0.0159,0.0296,0.0297,-0.0167,-0.025,-0.0136,0.0034,-0.0106,-0.0069,0.0122
1620,MacArthurLab_1621,train,eas,eas,-0.0153,0.0314,0.0281,-0.0184,-0.0294,-0.0177,0.0021,-0.0142,-0.0154,0.0183
1621,MacArthurLab_1622,train,eas,eas,-0.0156,0.0315,0.0282,-0.0181,-0.0297,-0.0165,0.0003,-0.0113,-0.0114,0.0178
1622,MacArthurLab_1623,train,eas,eas,-0.0151,0.0306,0.0276,-0.0163,-0.0299,-0.0184,0.0049,-0.0149,-0.0112,0.017
1623,MacArthurLab_1624,missing,,eas,-0.0152,0.03,0.0289,-0.0178,-0.0271,-0.0155,0.0038,-0.0102,-0.0099,0.0162
1624,MacArthurLab_1625,train,eas,eas,-0.0153,0.0294,0.0323,-0.0183,-0.0323,-0.0197,0.001,0.0033,0.005,-0.011
1625,MacArthurLab_1626,train,eas,eas,-0.0162,0.0359,-0.0091,-0.0032,-0.0104,-0.0049,0.016,-0.0443,0.0177,0.0059
1626,MacArthurLab_1627,missing,,eas,-0.0156,0.0367,-0.0071,-0.0036,-0.0099,-0.0055,0.014,-0.0354,0.0159,0.0081
1627,MacArthurLab_1628,missing,,eas,-0.0154,0.0325,0.0268,-0.0119,-0.0195,-0.0171,-0.0072,-0.0136,-0.035,0.0184
1628,MacArthurLab_1629,test,afr,afr,0.0412,0.003,0.0031,-0.0004,-0.0035,-0.0077,0.042,0.026,0.0136,-0.0054
1629,MacArthurLab_1630,missing,,afr,0.0402,0.0028,0.0034,-0.0004,0.0006,-0.0054,0.0379,0.0155,0.008,-0.0117
1630,MacArthurLab_1631,missing,,afr,0.0393,0.0032,0.001,-0.0022,-0.0002,-0.0044,0.0182,-0.0088,-0.0024,0.0347
1631,MacArthurLab_1632,missing,,afr,0.041,0.0028,0.0029,-0.001,-0.003,-0.0084,0.0335,0.0213,0.0184,-0.0061
1632,MacArthurLab_1633,missing,,afr,0.0363,0.0104,-0.0437,0.0033,-0.036,0.0767,0.0148,0.0039,-0.0155,0.0177
1633,MacArthurLab_1634,train,afr,afr,0.0331,0.008,-0.0162,0.0056,0.0086,0.0023,0.028,-0.0218,0.0027,0.054
1634,MacArthurLab_1635,train,afr,afr,0.033,0.0085,-0.0179,0.0061,0.0107,-0.0002,0.0248,-0.023,-0.0003,0.0518
1635,MacArthurLab_1636,missing,,afr,0.0408,0.0028,0.0015,-0.0025,-0.0027,-0.0103,0.0355,0.0212,0.0147,0.0008
1636,MacArthurLab_1637,missing,,afr,0.0316,0.0087,-0.0215,0.0081,0.0131,0.0024,0.0269,-0.0255,0.0078,0.0411
1637,MacArthurLab_1638,missing,,afr,0.0391,0.003,0.0035,-0.0002,-0.0036,-0.0104,0.0351,0.0227,0.0154,-0.0015
1638,MacArthurLab_1639,train,afr,afr,0.039,0.0023,0.0033,-0.0015,-0.0027,-0.0084,0.033,0.0232,0.0155,-0.0145
1639,MacArthurLab_1640,train,afr,afr,0.0394,0.0031,0.0004,-0.0014,-0.0008,-0.0053,0.0235,0.0006,-0.0088,0.0473
